OriginalCityStateID,NewCityStateID,City,OriginalState,NewState,MatchValue
southpainfieldnj,southpainfieldnj,south painfield,NJ,NJ,93.75
elmorecityok,elmorecityal,elmore city,OK,AL,90.5
huntingbumgin,huntingbumgin,huntingbumg,IN,IN,90.9090909090909
delislems,delislems,delisle,MS,MS,87.5
riverdaleparkmd,riverdaleparkmd,riverdale park,MD,MD,100.0
buttend,butteak,butte,ND,AK,100.0
greenbacktn,greenbacktn,greenback,TN,TN,100.0
remindervilleoh,remindervilleoh,reminderville,OH,OH,100.0
salisburya,salisburymd,salisbury,A,MD,100.0
town'n'countryfl,town'n'countryfl,town 'n' country,FL,FL,100.0
pepeekeohi,pepeekeohi,pepeekeo,HI,HI,100.0
cccoolemd,cccooleaz,cccoole,MD,AZ,90.5
briceprairieywi,briceprairiewi,brice prairie,YWI,WI,100.0
taylorsilleky,taylorsilleky,taylorsille,KY,KY,91.66666666666666
kenoshawi,kenoshawi,kenosha,WI,WI,100.0
chesterny,chesterny,chester,NY,NY,100.0
hawaiiangardenscb,hawaiiangardensca,hawaiian gardens,CB,CA,100.0
winchesterks,winchesterca,winchester,KS,CA,100.0
stocktonmd,stocktonca,stockton,MD,CA,100.0
imogeneia,imogenesc,imogene,IA,SC,75.0
clevelandfl,clevelandfl,cleveland,FL,FL,100.0
friscocityal,friscocityal,frisco city,AL,AL,100.0
libertyms,libertyms,liberty,MS,MS,100.0
ruhensrtothnv,ruhensrtothva,ruhensrtoth,NV,VA,72.72727272727273
philcampbellal,philcampbellal,phil campbell,AL,AL,100.0
murraysvillenc,murraysvillenc,murraysville,NC,NC,100.0
walcottia,walcottia,walcott,IA,IA,100.0
stockislandfl,stockislandfl,stock island,FL,FL,100.0
buclkeymi,buclkeywa,buclkey,MI,WA,85.71428571428571
wildwoodtn,wildwoodtn,wildwood,TN,TN,100.0
crescentcitgfl,crescentcitgfl,crescent citg,FL,FL,92.3076923076923
kimballtn,kimballtn,kimball,TN,TN,100.0
lahuertafn,lahuertanm,la huerta,FN,NM,100.0
mravinhnc,mravinnc,mravin,HNC,NC,83.33333333333334
woodsidede,woodsideca,woodside,DE,CA,100.0
chestersc,chestersc,chester,SC,SC,100.0
lockesburgd,lockesburgal,lockesburg,D,AL,80.0
northamptonpa,northamptonpa,northampton,PA,PA,100.0
caballonm,caballoil,caballo,NM,IL,90.5
newtownmo,newtownct,newtown,MO,CT,100.0
gladewatertx,gladewatertx,gladewater,TX,TX,100.0
wrightcitymo,wrightcitymo,wright city,MO,MO,100.0
jamestownks,jamestownca,jamestown,KS,CA,100.0
eastmarionny,eastmarionnc,east marion,NY,NC,90.9090909090909
palmonaparkfl,palmonaparkfl,palmona park,FL,FL,100.0
hi-nellanj,hi-nellafl,hi-nella,NJ,FL,75.0
northhartlandtv,northhartlandor,north hartland,TV,OR,92.85714285714286
waynemi,waynemi,wayne,MI,MI,100.0
tomandapa,tomandapa,tomanda,PA,PA,85.71428571428571
washingtondc,washingtonct,washington,DC,CT,100.0
westwoodks,westwoodks,westwood,KS,KS,100.0
keansburgnj,keansburgnj,keansburg,NJ,NJ,100.0
perrytnotx,perrytnofl,perrytno,TX,FL,90.5
townsendde,townsendde,townsend,DE,DE,100.0
monongahelezpa,monongahelepa,monongahele,ZPA,PA,90.9090909090909
mountgretnapa,mountgretnamn,mount gretna,PA,MN,80.0
alamoin,alamoca,alamo,IN,CA,100.0
marionoh,marionoh,marion,OH,OH,100.0
chesterfieldvl,chesterfieldin,chesterfield,VL,IN,100.0
westportsd,westportct,westport,SD,CT,100.0
keewatinmn,keewatinmn,keewatin,MN,MN,100.0
goodlandn,goodlandin,goodland,N,IN,100.0
makotind,makotifl,makoti,ND,FL,75.0
mardelaspringsmd,mardelaspringsin,mardela springs,MD,IN,83.33333333333334
solomonsmd,solomonsmd,solomons,MD,MD,100.0
animasnm,animaspr,animas,NM,PR,100.0
nanawaleestateshi,nanawaleestateshi,nanawale estates,HI,HI,100.0
bleeashoh,bleeashoh,blee ash,OH,OH,100.0
alfredtx,alfredme,alfred,TX,ME,100.0
southworthwa,southworthwa,southworth,WA,WA,100.0
ridgefieldnj,ridgefieldnj,ridgefield,NJ,NJ,100.0
heartbuttemt,heartbuttede,heart butte,MT,DE,75.0
oronogomo,oronogomo,oronogo,MO,MO,100.0
orlindatn,orlindanc,orlinda,TN,NC,85.71428571428571
fletchernc,fletchernc,fletcher,NC,NC,100.0
harborhillsny,harborhillsoh,harbor hills,NY,OH,100.0
mlltownad,mlltownnj,mlltown,AD,NJ,87.5
threeoaksfl,threeoaksfl,three oaks,FL,FL,100.0
littlesturgeonwi,littlesturgeonco,little sturgeon,WI,CO,90.5
ridgewaya,ridgewayak,ridgeway,A,AK,100.0
lalomadefalcontx,lalomadefalcontx,la loma de falcon,TX,TX,85.71428571428571
nnewanga,nnewansc,nnewan,GA,SC,83.33333333333334
goliadtx,goliadtx,goliad,TX,TX,100.0
portgibsonny,portgibsonms,port gibson,NY,MS,100.0
garibaldior,garibaldiin,garibaldi,OR,IN,75.0
longvillemn,longvillela,longville,MN,LA,88.88888888888889
eldordaoks,eldordaoks,el dordao,KS,KS,88.88888888888889
northaugustasc,northaugustasc,north augusta,SC,SC,100.0
mitchellvillemd,mitchellvillemd,mitchellville,MD,MD,100.0
mullicahillnj,mullicahillnj,mullica hill,NJ,NJ,100.0
columbusil,columbusga,columbus,IL,GA,100.0
youngstownny,youngstownny,youngstown,NY,NY,100.0
cleospringsok,cleospringsar,cleo springs,OK,AR,83.33333333333334
paolico,paoliin,paoli,CO,IN,100.0
middletxwnia,middletxwnca,middletxwn,IA,CA,90.0
chinovalleyaz,chinovalleyaz,chino valley,AZ,AZ,100.0
callimontpa,callimontil,callimont,PA,IL,83.33333333333334
plattevilleiw,plattevilleco,platteville,IW,CO,100.0
ripleyms,ripleyms,ripley,MS,MS,100.0
belfordnj,belfordnj,belford,NJ,NJ,100.0
mylond,mylofl,mylo,ND,FL,75.0
centrevilleal,centrevilleal,centreville,AL,AL,100.0
martinezlakez,martinezlakeca,martinez lake,Z,CA,90.5
ironmountainlakemo,ironmountainlakemi,iron mountain lake,MO,MI,90.5
lovtetsvilleva,lovtetsvilleva,lovtetsville,VA,VA,91.66666666666666
honokaashi,honokaashi,honokaas,HI,HI,87.5
monessenpa,monessenpa,monessen,PA,PA,100.0
mainewi,mainewi,maine,WI,WI,100.0
southlhollandil,southlhollandil,southlholland,IL,IL,100.0
prophetstownil,prophetstownil,prophetstown,IL,IL,100.0
crowderok,crowderid,crowder,OK,ID,75.0
drexelheightsaz,drexelheightsaz,drexel heights,AZ,AZ,100.0
royaltonil,royaltonil,royalton,IL,IL,100.0
collinsvilleva,collinsvilleva,collinsville,VA,VA,100.0
wimeror,wimertx,wimer,OR,TX,83.33333333333334
zionok,zionil,zion,OK,IL,100.0
leominsterma,leominsterma,leominster,MA,MA,100.0
pukwanasd,pukwanahi,pukwana,SD,HI,71.42857142857143
parkeid,parkeaz,parke,ID,AZ,83.33333333333334
shipottomnj,shipottomnj,ship ottom,NJ,NJ,90.9090909090909
rockwalltx,rockwalltx,rockwall,TX,TX,100.0
epesl,epesar,epes,L,AR,75.0
woodsborotx,woodsborotx,woodsboro,TX,TX,100.0
lamarne,lamarne,lamar,NE,NE,90.5
lisobnnd,lisobnnd,lisobn,ND,ND,83.33333333333334
lcthopolisoh,lcthopolisoh,lcthopolis,OH,OH,90.0
bellewoodky,bellewoodca,bellewood,KY,CA,90.5
bushtonks,bushtonco,bushton,KS,CO,80.0
rosca,rosca,ros,CA,CA,75.0
sugarcreekpa,sugarcreekpa,sugarcreek,PA,PA,100.0
blueriverwi,blueriveral,blue river,WI,AL,80.0
seliganaz,seliganak,seligan,AZ,AK,75.0
chililinm,chililimn,chilili,NM,MN,87.5
lowgapnc,lowgapsd,lowgap,NC,SD,80.0
woodburyyk,woodburyct,woodbury,YK,CT,100.0
tunnelhillga,tunnelhillga,tunnel hill,GA,GA,83.33333333333334
bradfordwoodspa,bradfordwoodspa,bradford woods,PA,PA,100.0
mathistonms,mathistontx,mathiston,MS,TX,90.5
hembybridgenc,hembybridgenc,hemby bridge,NC,NC,100.0
edmondsoar,edmondsook,edmondso,AR,OK,90.5
fayettevillega,fayettevillega,fayetteville,GA,GA,100.0
farmingtonca,farmingtonar,farmington,CA,AR,100.0
ravyillemo,ravyillemo,ravyille,MO,MO,88.88888888888889
stonybrookuniversityny,stonybrookuniversityny,stony brook university,NY,NY,90.5
crystalbeachny,crystalbeachmn,crystal beach,NY,MN,90.5
chesterar,chesterca,chester,AR,CA,100.0
belzonims,belzonims,belzoni,MS,MS,100.0
cosmopoliswa,cosmopoliswa,cosmopolis,WA,WA,100.0
chielakewi,chielakewi,chie lake,WI,WI,77.77777777777779
amquonilw,amquonal,amquon,ILW,AL,66.66666666666666
turtonsa,turtonmi,turton,SA,MI,100.0
charlestonsc,charlestonsc,charleston,SC,SC,100.0
brendaaz,brendaal,brenda,AZ,AL,80.0
lavalemd,lavalemd,la vale,MD,MD,100.0
maynardvilletn,maynardvilletn,maynardville,TN,TN,100.0
dunlapohp,dunlapil,dunlap,OHP,IL,100.0
simontonlakein,simontonlakein,simonton lake,IN,IN,100.0
toyahtx,toyahwi,toyah,TX,WI,80.0
tatamypa,tatamypa,tatamy,PA,PA,100.0
pelionsc,pelionms,pelion,SC,MS,71.42857142857143
ephratapa,ephratapa,ephrata,PA,PA,100.0
broadwellil,broadwellil,broadwell,IL,IL,80.0
rinconvalleyaz,rinconvalleyga,rincon valley,AZ,GA,90.5
queenstownmd,queenstownny,queenstown,MD,NY,90.5
kirbytwy,kirbyttx,kirbyt,WY,TX,90.5
lowerhillny,lowerhillny,lower hill,NY,NY,90.9090909090909
penningtongapva,penningtongapva,pennington gap,VA,VA,100.0
nevismn,nevismi,nevis,MN,MI,75.0
viennail,viennail,vienna,IL,IL,100.0
northdecaturga,northdecaturga,north decatur,GA,GA,100.0
millheimpa,millheimal,millheim,PA,AL,83.33333333333334
crevecoeuril,crevecoeuril,creve coeur,IL,IL,100.0
loyalhannapa,loyalhannapa,loyalhanna,PA,PA,100.0
colfaxin,colfaxca,colfax,IN,CA,100.0
paolipa,paolipa,paoli,PA,PA,100.0
metalinefallswa,metalinefallsms,metaline falls,WA,MS,80.0
ellistonmt,ellistonks,elliston,MT,KS,90.5
leadhillar,leadhillsd,lead hill,AR,SD,90.5
belfmrdnj,belfmrdnj,belfmrd,NJ,NJ,85.71428571428571
osgoodoh,osgoodin,osgood,OH,IN,100.0
elmercitywa,elmercitynj,elmer city,WA,NJ,90.5
tishomingoms,tishomingook,tishomingo,MS,OK,100.0
hornsbytn,hornsbyal,hornsby,TN,AL,85.71428571428571
rockymountva,rockymountva,rocky mount,VA,VA,100.0
tupeloms,tupeloms,tupelo,MS,MS,100.0
blainga,blainmn,blain,GA,MN,83.33333333333334
albanyga,albanyga,albany,GA,GA,100.0
chasecityva,chasecityva,chase city,VA,VA,100.0
lewisburgtn,lewisburgtn,lewisburg,TN,TN,100.0
doltonil,doltonil,dolton,IL,IL,100.0
meadowgladewa,meadowgladewa,meadow glade,WA,WA,100.0
whitehousetn,whitehousetn,white house,TN,TN,100.0
destrehanla,destrehanla,destrehan,LA,LA,100.0
hibbingmn,hibbingmn,hibbing,MN,MN,100.0
stantnotn,stantnoil,stantno,TN,IL,87.5
livingstonca,livingstonca,livingston,CA,CA,100.0
victorygardensnj,victorygardensnj,victory gardens,NJ,NJ,100.0
rosebudmt,rosebudsd,rosebud,MT,SD,100.0
rowesrunpa,rowesrunmo,rowes run,PA,MO,80.0
smithsstational,smithsstational,smiths station,AL,AL,100.0
leesburgh,leesburgal,leesburg,H,AL,100.0
scottcityks,scottcityks,scott city,KS,KS,100.0
sinkingspringoa,sinkingspringpa,sinking spring,OA,PA,100.0
southworthaw,southworthwa,southworth,AW,WA,100.0
kirtlandhillsoh,kirtlandhillsoh,kirtland hills,OH,OH,90.5
newportcentervt,newportcentervt,newport center,VT,VT,90.5
d'ibervillems,d'ibervillems,d'iberville,MS,MS,100.0
tinleyparkil,tinleyparkil,tinley park,IL,IL,100.0
masonwi,masonmi,mason,WI,MI,100.0
wilberforceoh,wilberforceoh,wilberforce,OH,OH,100.0
midwaqoh,midwaqar,midwaq,OH,AR,83.33333333333334
natchitochesla,natchitochesla,natchitoches,LA,LA,100.0
kiowaok,kiowaco,kiowa,OK,CO,100.0
wrynesvilleil,wrynesvillemo,wrynesville,IL,MO,90.9090909090909
holdenwv,holdenme,holden,WV,ME,100.0
flintmi,flintmi,flint,MI,MI,100.0
thewoodlandstx,thewoodlandstx,the woodlands,TX,TX,100.0
buffalogaptx,buffalogaptx,buffalo gap,TX,TX,90.5
waitehilloh,waitehillar,waite hill,OH,AR,80.0
sringfieldo,sringfieldco,sringfield,O,CO,90.9090909090909
almbogliapr,almbogliapr,almboglia,PR,PR,88.88888888888889
lucanmn,lucanla,lucan,MN,LA,80.0
elwoodne,elwoodne,elwood,NE,NE,100.0
prairieviewks,prairieviewtx,prairie view,KS,TX,100.0
mayvilleny,mayvilleny,mayville,NY,NY,100.0
coldfootak,coldfootca,coldfoot,AK,CA,75.0
mullintx,mullinsc,mullin,TX,SC,85.71428571428571
grandpointla,grandpointla,grand point,LA,LA,100.0
nasellewa,naselleil,naselle,WA,IL,87.5
avingertx,avingertx,avinger,TX,TX,80.0
sanfordal,sanfordfl,sanford,AL,FL,100.0
dunwoodyga,dunwoodyga,dunwoody,GA,GA,100.0
anawaltwv,anawaltil,anawalt,WV,IL,90.5
daltonne,daltonga,dalton,NE,GA,100.0
broadwaynj,broadwaync,broadway,NJ,NC,100.0
rehobethal,rehobethal,rehobeth,AL,AL,100.0
coronitaca,coronitami,coronita,CA,MI,90.5
taylorsvilleky,taylorsvilleky,taylorsville,KY,KY,100.0
capitanejopr,capitanejopr,capitanejo,PR,PR,100.0
gordonvillemo,gordonvilletn,gordonville,MO,TN,91.66666666666666
worthingtonoh,worthingtonoh,worthington,OH,OH,100.0
mcconnellafbks,mcconnellafbks,mcconnell afb,KS,KS,100.0
slocombal,slocombal,slocomb,AL,AL,100.0
porumok,porumca,porum,OK,CA,75.0
charleroipa,charleroipa,charleroi,PA,PA,100.0
rockvilelut,rockvilelct,rockvilel,UT,CT,88.88888888888889
forthillor,forthillid,fort hill,OR,ID,88.88888888888889
willowspringsmo,willowspringsmo,willow springs,MO,MO,100.0
laporteco,laporteco,laporte,CO,CO,100.0
shelleyid,shelleyid,shelley,ID,ID,100.0
bethlehemnc,bethlehemnc,bethlehem,NC,NC,100.0
premonttx,premonttx,premont,TX,TX,100.0
mrganotwnwv,mrganotwnwv,mrganotwn,WV,WV,90.0
ogdenil,ogdenia,ogden,IL,IA,100.0
plaindealingla,plaindealingks,plain dealing,LA,KS,83.33333333333334
savannahtn,savannahtn,savannah,TN,TN,100.0
hollandoh,hollandoh,holland,OH,OH,100.0
junobeachfl,junobeachfl,juno beach,FL,FL,100.0
magnessar,magnessms,magness,AR,MS,80.0
doveroh,doveroh,dover,OH,OH,100.0
evrnonhillsih,evrnonhillsil,evrnon hills,IH,IL,91.66666666666666
yerdinandid,yerdinandak,yerdinand,ID,AK,90.5
bensonmn,bensonmn,benson,MN,MN,100.0
camdentono,camdentonmo,camdenton,O,MO,100.0
anhtostonky,anhtostontx,anhtoston,KY,TX,88.88888888888889
kerenstx,kerenstx,kerens,TX,TX,100.0
chiltontx,chiltonwi,chilton,TX,WI,100.0
sadcarlosiitx,sadcarlosiitx,sad carlos ii,TX,TX,90.0
roanokein,roanokein,roanoke,IN,IN,100.0
harborhillsny,harborhillsoh,harbor hills,NY,OH,100.0
thornebayak,thornebaywi,thorne bay,AK,WI,80.0
cnawsonut,cnawsonmi,cnawson,UT,MI,85.71428571428571
uppersantanvillageaz,uppersantanvillageid,upper santan village,AZ,ID,83.33333333333334
lillyga,lillyaz,lilly,GA,AZ,90.5
greatmeadowsnj,greatmeadowsoh,great meadows,NJ,OH,84.61538461538461
grannisar,grannisca,grannis,AR,CA,83.33333333333334
mattooil,mattooil,mattoo,IL,IL,100.0
readstownwi,readstownil,readstown,WI,IL,90.0
claverack-redmillsny,claverack-redmillsin,claverack-red mills,NY,IN,83.33333333333334
moundciaysd,moundciaymn,mound ciay,SD,MN,90.5
laurelhillnc,laurelhillnc,laurel hill,NC,NC,100.0
perrintx,perrinaz,perrin,TX,AZ,83.33333333333334
wendellmnw,wendellid,wendell,MNW,ID,100.0
schenectadyny,schenectadyny,schenectady,NY,NY,100.0
willowhillil,willowhillak,willow hill,IL,AK,90.5
winoosiktv,winoosikvt,winoosik,TV,VT,87.5
monumentco,monumentco,monument,CO,CO,100.0
winthropharboril,winthropharboril,winthrop harbor,IL,IL,100.0
rutherfordac,rutherfordnj,rutherford,AC,NJ,100.0
trumansburgny,trumansburgny,trumansburg,NY,NY,100.0
nodawayia,nodawaytx,nodaway,IA,TX,85.71428571428571
fordks,fordnj,ford,KS,NJ,80.0
diomedeka,diomedeca,diomede,KA,CA,75.0
tuckahoeva,tuckahoeva,tuckahoe,VA,VA,100.0
lakearrowheadme,lakearrowheadme,lake arrowhead,ME,ME,100.0
bufalopr,bufalopr,bufalo,PR,PR,100.0
tubacaz,tubacaz,tubac,AZ,AZ,100.0
georgianaal,georgianaal,georgiana,AL,AL,100.0
kenansvillenc,kenansvillenc,kenansville,NC,NC,100.0
portroyalva,portroyalsc,port royal,VA,SC,100.0
swanseail,swanseail,swansea,IL,IL,100.0
emntastalakeak,emntastalakepa,emntasta lake,AK,PA,87.5
paqtgonc,paqtgotx,paqtgo,NC,TX,71.42857142857143
pemborkeky,pemborkega,pemborke,KY,GA,87.5
depoebayor,depoebayor,depoe bay,OR,OR,100.0
milfordtx,milfordct,milford,TX,CT,100.0
edistobeachc,edistobeachsc,edisto beach,C,SC,90.5
wataugatx,wataugatx,watauga,TX,TX,100.0
simpsona,simpsonpa,simpson,A,PA,100.0
centuryfl,centuryfl,century,FL,FL,100.0
warwickok,warwickny,warwick,OK,NY,100.0
hndsboroil,hndsboroil,hndsboro,IL,IL,71.42857142857143
foutainco,foutainco,fo utain,CO,CO,75.0
severanceco,severanceco,severance,CO,CO,100.0
assumptionil,assumptionil,assumption,IL,IL,100.0
villardmn,villardaz,villard,MN,AZ,90.5
champaignil,champaignil,champaign,IL,IL,100.0
princetonmeadowsnj,princetonmeadowsnj,princeton meadows,NJ,NJ,100.0
wallingfordecnterct,wallingfordecnterct,wallingford ecnter,CT,CT,94.44444444444444
kykotsmovivillageaz,kykotsmovivillagemn,kykotsmovi village,AZ,MN,75.0
paradisehlilok,paradisehlilca,paradise hlil,OK,CA,90.5
wellingtonks,wellingtonks,wellington,KS,KS,100.0
grndbayal,grndbayal,grnd bay,AL,AL,88.88888888888889
palmvalleyfl,palmvalleyfl,palm valley,FL,FL,100.0
nicolausca,nicolausok,nicolaus,CA,OK,80.0
poncedeleonfl,poncedeleonpr,ponce de leon,FL,PR,90.5
evadaetx,evadaetx,evadae,TX,TX,85.71428571428571
hickoryhillky,hickoryhillil,hickory hill,KY,IL,92.3076923076923
osceolawi,osceolawi,osceola,WI,WI,100.0
oakvillewa,oakvillect,oakville,WA,CT,100.0
riverbottymok,riverbottymar,river bottym,OK,AR,80.0
malverneyn,malverneny,malverne,YN,NY,100.0
eastwhittierca,eastwhittierga,east whittier,CA,GA,80.0
universityparkfl,universityparkfl,university park,FL,FL,100.0
leonardnd,leonardtx,leonard,ND,TX,100.0
medfordlakesnj,medfordlakesnj,medford lakes,NJ,NJ,100.0
palointotx,palointoia,palo into,TX,IA,90.5
heilnd,heilut,heil,ND,UT,75.0
lakestevenswa,lakestevenswa,lake stevens,WA,WA,100.0
ellerbenc,ellerbenc,ellerbe,NC,NC,100.0
romeia,romega,rome,IA,GA,100.0
northcatasauquapa,northcatasauquapa,north catasauqua,PA,PA,100.0
nashnd,nashtx,nash,ND,TX,100.0
robetrsdaleal,robetrsdaleal,robetrsdale,AL,AL,90.9090909090909
sevenmilefordva,sevenmilefordmd,seven milef ord,VA,MD,83.33333333333334
elzabethnj,elzabethnj,elzabeth,NJ,NJ,88.88888888888889
slingerwi,slingerwi,slinger,WI,WI,100.0
suffielddepotct,suffielddepotct,suffield depot,CT,CT,100.0
chtahamla,chtahamil,chtaham,LA,IL,100.0
mcclenneytractca,mcclenneytractfl,mcclenney tract,CA,FL,88.88888888888889
slovanpa,slovannc,slovan,PA,NC,80.0
mcrobertsky,mcrobertsfl,mcroberts,KY,FL,80.0
rosellenj,rosellenj,roselle,NJ,NJ,100.0
mapleridgeoh,mapleridgear,maple ridge,OH,AR,75.0
clintonvillewi,clintonvillewi,clintonville,WI,WI,100.0
sayprookil,sayprookpa,sayprook,IL,PA,77.77777777777779
smithville-sandersin,smithville-sandersin,smithville-sanders,IN,IN,100.0
mineralspringsnc,mineralspringsnc,mineral springs,NC,NC,100.0
lakevillein,lakevillemn,lakeville,IN,MN,100.0
orchardhomesmt,orchardhomesmt,orchard homes,MT,MT,100.0
clinchportka,clinchporttx,clinchport,KA,TX,80.0
bepreho,bepreoh,bepre,HO,OH,83.33333333333334
tarbronc,tarbronc,tarbro,NC,NC,85.71428571428571
smithvilleflatsny,smithvilleflatsmo,smithville flats,NY,MO,90.5
idala,idail,ida,LA,IL,66.66666666666666
northnewhydeparkny,northnewhydeparkny,north new hyde park,NY,NY,100.0
brightonia,brightonal,brighton,IA,AL,100.0
ellwoodcityp,ellwoodcitypa,ellwood city,P,PA,100.0
westhollywoodca,westhollywoodca,west hollywood,CA,CA,100.0
corydonky,corydonin,corydon,KY,IN,100.0
cliftonsc,cliftonaz,clifton,SC,AZ,100.0
northballstonspan,northballstonspany,north ballston spa,N,NY,100.0
pembrokega,pembrokega,pembroke,GA,GA,100.0
mountsterlingia,mountsterlingil,mount sterling,IA,IL,100.0
pringlesd,pringletx,pringle,SD,TX,83.33333333333334
atkinva,atkinva,atkin,VA,VA,83.33333333333334
paxtoniahpa,paxtoniapa,paxtonia,HPA,PA,100.0
northplainsor,northplainsor,north plains,OR,OR,100.0
st.regisfallsny,st.regisfallsny,st. regis falls,NY,NY,70.58823529411765
springfieldsd,springfieldsd,springfield,SD,SD,100.0
kingstonnj,kingstonnj,kingston,NJ,NJ,100.0
southdennisma,southdennisma,south dennis,MA,MA,100.0
fremontca,fremontca,fremont,CA,CA,100.0
glenhopepa,glenhopeny,glen hope,PA,NY,77.77777777777779
sunburypa,sunburypa,sunbury,PA,PA,100.0
medfordok,medfordok,medford,OK,OK,100.0
morsela,morseok,morse,LA,OK,80.0
westbountifulut,westbountifulut,west bountiful,UT,UT,100.0
poipuhi,poipuhi,poipu,HI,HI,66.66666666666666
uhlandtx,uhlandtx,uhland,TX,TX,100.0
barnshallok,barnshallok,barnshall,OK,OK,88.88888888888889
southst.paulmn,southst.paulmn,south st. paul,MN,MN,81.25
voltairend,voltaireny,voltaire,ND,NY,80.0
horsepastureva,horsepastureva,horse pasture,VA,VA,100.0
canbyca,canbymn,canby,CA,MN,100.0
lemongroveca,lemongroveca,lemon grove,CA,CA,100.0
chillicothetx,chillicotheil,chillicothe,TX,IL,100.0
mondovii,mondoviwi,mondovi,I,WI,100.0
bordelonvileila,bordelonvilepr,bordelonvile,ILA,PR,75.0
lakewalesfl,lakewalesfl,lake wales,FL,FL,100.0
austinpa,austinar,austin,PA,AR,100.0
clermontmo,clermontfl,clermont,MO,FL,100.0
pelicanbayf,pelicanbayfl,pelican bay,F,FL,100.0
cornellil,cornellwi,cornell,IL,WI,100.0
crandlaltx,crandlaltx,crandlal,TX,TX,87.5
edenwi,edenny,eden,WI,NY,100.0
twinlakemi,twinlakemi,twin lake,MI,MI,100.0
galionoh,galionoh,galion,OH,OH,100.0
montereytn,montereytn,monterey,TN,TN,100.0
maryestherfl,maryestherfl,mary esther,FL,FL,100.0
ozawkieks,ozawkieal,ozawkie,KS,AL,80.0
sandiegoca,sandiegoca,san diego,CA,CA,100.0
fawngrovema,fawngrovemo,fawn grove,MA,MO,80.0
littlechutewi,littlechutewi,little chute,WI,WI,100.0
mullintx,mullinsc,mullin,TX,SC,85.71428571428571
vidortx,vidortx,vidor,TX,TX,100.0
santarosavalleyca,santarosavalleyca,santa rosa valley,CA,CA,90.5
upsalamn,upsalaaz,upsala,MN,AZ,71.42857142857143
peachlakey,peachlakeny,peach lake,Y,NY,100.0
fredoniapa,fredoniaaz,fredonia,PA,AZ,100.0
scottafbil,scottafbla,scott afb,IL,LA,90.5
harringtonde,harringtonde,harrington,DE,DE,100.0
westsidecai,westsidetx,westside,CAI,TX,90.5
ravinepy,ravineca,ravine,PY,CA,83.33333333333334
bentonmo,bentonmo,benton,MO,MO,100.0
conleyga,conleyga,conley,GA,GA,100.0
sancastlefl,sancastleil,san castle,FL,IL,83.33333333333334
neesessc,neesesak,neeses,SC,AK,100.0
lakequiviraks,lakequiviraak,lake quivira,KS,AK,80.0
murillotx,murillotx,murillo,TX,TX,85.71428571428571
kingvalecak,kingvalenc,kingvale,CAK,NC,90.5
treynoria,treynoral,treynor,IA,AL,75.0
berwynil,berwynil,berwyn,IL,IL,100.0
wshtucnawa,wshtucnatx,wshtucna,WA,TX,75.0
orwelloh,orwelloh,orwell,OH,OH,100.0
mildredwtx,mildredct,mildred,WTX,CT,85.71428571428571
galesfrryct,galesfrryct,gales frry,CT,CT,90.9090909090909
stanleynd,stanleynd,stanley,ND,ND,100.0
batesvilletx,batesvilletx,batesville,TX,TX,100.0
chickennak,chickenca,chicken,NAK,CA,80.0
mountcarmeluh,mountcarmelil,mount carmel,UH,IL,100.0
montevistaco,montevistaco,monte vista,CO,CO,100.0
surrisene,surrisetx,surr ise,NE,TX,90.5
ransomil,ransomca,ransom,IL,CA,83.33333333333334
northbarringtonil,northbarringtonil,north barrington,IL,IL,100.0
boguechittoms,boguechittola,bogue chitto,MS,LA,66.66666666666666
yukonok,yukonok,yukon,OK,OK,100.0
butlerky,butleral,butler,KY,AL,100.0
pineappleal,pineappleaz,pine apple,AL,AZ,90.5
russellvillein,russellvillein,russellville,IN,IN,91.66666666666666
lderaheightsca,lderaheightsca,ldera heights,CA,CA,92.85714285714286
mcintoshnm,mcintoshnm,mcintosh,NM,NM,100.0
prairiecityor,prairiecityia,prairiec ity,OR,IA,91.66666666666666
masonia,masonmi,mason,IA,MI,100.0
renonv,renonv,reno,NV,NV,100.0
stansberrylakewa,stansberrylakeca,stansberry lake,WA,CA,80.0
dovernc,doverar,dover,NC,AR,100.0
drummondwi,drummondnc,drummond,WI,NC,87.5
iaegernv,iaegerak,iaeger,NV,AK,83.33333333333334
fallschurcva,fallschurcva,falls churc,VA,VA,91.66666666666666
californiapa,californiapa,california,PA,PA,100.0
floridao,floridany,florida,O,NY,100.0
